Accepted Symbol,Scientific Name,Common Name,State and Province,Duration,Growth Hit,Native Status,Invasive,Image Gallery,Active Growth Period,After Harvest Regrowth Rate,Flower Color,Flower Conspicuous,Fruit Color,Fruit Conspicuous,Growth Rate,"Height, Mature (feet)",Lifespan,Toxicity,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Drought Tolerance,Moisture Use,Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,Bloom Period,Fruit/Seed Period Begin,Fruit/Seed Period End
ILGL,Ilex glabra,inkberry,"[AL, AR, CT, DE, FL, GA, LA, MA, MD, ME, MS, NC, NH, NJ, NY, PA, RI, SC, TX, VA]",Perennial,Shrub,Native,,Photo,Summer and Fall,,White,No,Black,Yes,Slow,8.0,Long,None,Yes,Yes,Yes,Low,High,60,16,Medium,Intolerant,Spring,Summer,Fall
ILOP,Ilex opaca,American holly,"[AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,Yellow,No,Red,Yes,Slow,40,Moderate,None,Yes,Yes,No,Medium,Medium,80,30,Medium,Tolerant,Mid Spring,Summer,Fall
ILRI,Iliamna rivularis,streambank wild hollyhock,"[CA, CO, ID, IL, IN, MT, NV, OR, UT, VA, WA, WY]",Perennial,"Forb/herb, Subshrub",Native,,Photo,Spring and Summer,Slow,Red,Yes,Brown,No,Moderate,6.0,Long,None,No,Yes,No,Low,Medium,55,16,None,Intermediate,Early Summer,Summer,Summer
ILVE,Ilex verticillata,common winterberry,"[AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,No,Red,Yes,Moderate,10,Moderate,None,No,Yes,Yes,Low,High,60,16,None,Intermediate,Late Spring,Summer,Fall
ILVO,Ilex vomitoria,yaupon,"[AL, AR, FL, GA, LA, MS, NC, OK, SC, TX, VA]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,No,Red,Yes,Slow,25,Long,None,Yes,Yes,No,High,Low,55,20,Medium,Intermediate,Mid Spring,,
IMCA,Impatiens capensis,jewelweed,"[AL, AR, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV]",Annual,Forb/herb,Native,,Photo,Summer,Slow,Yellow,No,Brown,No,Rapid,4.9,,None,Yes,Yes,Yes,Low,Medium,50,14,None,Tolerant,Indeterminate,Summer,Fall
IMPA,Impatiens pallida,pale touch-me-not,"[AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV]",Annual,Forb/herb,Native,,Photo,Summer,Slow,Yellow,No,Brown,No,Rapid,8.2,,None,Yes,Yes,Yes,Low,Medium,50,14,None,Tolerant,Indeterminate,Summer,Fall
INHI,Indigofera hirsuta,hairy indigo,"[AL, FL, GA, SC]",Annual,"Subshrub, Forb/herb",Introduced,,Photo,Spring and Summer,Moderate,Purple,Yes,Brown,No,Moderate,5.0,,None,No,Yes,Yes,Medium,Medium,105,8,Low,Intolerant,Late Summer,Fall,Winter
IPAGA3,Ipomopsis aggregata ssp. aggregata,scarlet gilia,"[CA, CO, ID, MT, NM, NV, UT, WA, WY]","Biennial, Perennial",Forb/herb,Native,,Photo,Summer,,Red,Yes,,Yes,Rapid,3.0,Moderate,None,Yes,Yes,Yes,High,Low,15,6,Low,Intolerant,Late Spring,Summer,Fall
IPPE,Ipomoea pes-caprae,bayhops,"[AL, FL, GA, HI, LA, MS, NAV, PA, PW, SC, TX, UM]",Perennial,"Vine, Forb/herb",Native,,Photo,Year Round,,Red,Yes,Green,No,Moderate,1.0,Long,None,Yes,Yes,No,Medium,Medium,80,24,High,Intermediate,Indeterminate,Year Round,Year Round
IRFU,Iris fulva,copper iris,"[AL, AR, FL, GA, IL, KY, LA, MO, MS, OH, TN, TX]",Perennial,Forb/herb,Native,,Photo,Spring,,Red,Yes,Green,No,Moderate,3.3,Moderate,None,No,Yes,Yes,Low,High,65,16,None,Tolerant,Mid Spring,Spring,Summer
IRMI,Iris missouriensis,Rocky Mountain iris,"[AZ, CA, CO, ID, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY]",Perennial,Forb/herb,Native,"STATE, WSWS",Photo,Summer,Rapid,Purple,Yes,Black,Yes,Rapid,1.0,Short,None,Yes,Yes,Yes,Low,High,35,6,None,Intermediate,Spring,Summer,Spring
IRTE,Iris tenax,toughleaf iris,"[CA, OR, WA]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Purple,Yes,Brown,No,Moderate,1.5,Moderate,None,Yes,Yes,No,Medium,Medium,60,12,None,Tolerant,Mid Spring,Spring,Summer
ITVI,Itea virginica,Virginia sweetspire,"[AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OK, PA, SC, TN, TX, VA]",Perennial,Shrub,Native,,Photo,Spring,,White,Yes,Brown,No,Slow,10,Short,None,No,Yes,Yes,Low,High,60,14,None,Tolerant,Mid Spring,Summer,Fall
IVFR,Iva frutescens,Jesuit's bark,"[AL, CT, DE, FL, GA, LA, MA, MD, ME, MS, NC, NH, NJ, NY, PA, RI, SC, TX, VA]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,,White,Yes,White,No,Moderate,9.0,Long,None,Yes,Yes,Yes,Low,High,65,16,High,Intolerant,Late Summer,Summer,Fall
JAAM,Jamesia americana,fivepetal cliffbush,"[AZ, CA, CO, NM, NV, UT, WY]",Perennial,Shrub,Native,,Photo,Spring and Summer,,White,Yes,Brown,Yes,Moderate,6.0,Moderate,None,Yes,Yes,No,High,Medium,24,6,Low,Intolerant,Early Spring,Summer,Fall
JUAC,Juncus acuminatus,tapertip rush,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Purple,No,Brown,No,Moderate,3.0,Moderate,None,Yes,Yes,Yes,Low,High,55,12,None,Intermediate,Spring,Summer,Summer
JUAM,Justicia americana,American water-willow,"[AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV]",Perennial,Forb/herb,Native,,Photo,Spring,,White,Yes,Brown,No,Rapid,2.5,,None,Yes,Yes,Yes,Low,Medium,60,10,None,Tolerant,Late Spring,Spring,Fall
JUAR4,Juncus articulatus,jointleaf rush,"[AK, AZ, CA, CO, CT, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Purple,No,Brown,No,Moderate,2.0,Moderate,None,Yes,Yes,Yes,Low,High,40,8,Low,Intermediate,Early Summer,Summer,Summer
JUARL,Juncus arcticus ssp. littoralis,mountain rush,"[AK, AR, AZ, CA, CO, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,,,,,,,,,,,,,,,,,,,,,,,
JUARL,Juncus balticus,,,,,,,Photo,Spring and Summer,Moderate,Brown,No,Brown,No,Rapid,4.0,Long,None,No,Yes,Yes,Low,High,,20,High,Intermediate,Early Summer,Summer,Summer
JUBI2,Juncus biglumis,twoflowered rush,"[AK, CO, MT, NM, WY]",Perennial,Graminoid,Native,,Photo,Summer and Fall,Slow,Purple,No,Brown,No,Moderate,1.0,Moderate,None,Yes,Yes,Yes,Low,High,20,8,None,Intermediate,Summer,Summer,Fall
JUBR,Juncus brachycarpus,whiteroot rush,"[AL, AR, CT, DE, GA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Green,No,Brown,No,Moderate,3.0,Long,None,Yes,Yes,Yes,Low,Medium,55,8,None,Intermediate,Late Spring,Summer,Summer
JUBU,Juncus bufonius,toad rush,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Annual,Graminoid,Native,WSWS,Photo,"Spring, Summer, Fall",Slow,Green,No,Brown,No,Rapid,1.0,,None,Yes,Yes,Yes,Low,Medium,55,6,Medium,Intolerant,Spring,Summer,Fall
JUCI,Juglans cinerea,butternut,"[AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV]",Perennial,Tree,Native,,Photo,Spring and Summer,,Green,No,Brown,Yes,Rapid,80,Short,Slight,Yes,Yes,No,Low,Medium,80,40,None,Intolerant,Late Spring,Fall,Winter
JUCO2,Juncus confusus,Colorado rush,"[AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Brown,No,Brown,No,Moderate,1.5,Moderate,None,Yes,Yes,Yes,Low,High,30,10,Medium,Intermediate,Late Summer,Summer,Summer
JUCO6,Juniperus communis,common juniper,"[AK, AL, AZ, CA, CO, CT, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, UT, VA, VT, WA, WI, WV, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,Yellow,No,Blue,Yes,Slow,10,Long,None,Yes,Yes,Yes,High,Low,60,14,Medium,Intolerant,Mid Spring,Summer,Fall
JUDI,Juncus dichotomus,forked rush,"[AL, AR, CO, CT, DC, DE, FL, GA, KY, LA, MA, MD, ME, MI, MS, NC, NH, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV]",Perennial,Graminoid,Native,,,"Spring, Summer, Fall",Slow,Green,No,Brown,No,Moderate,2.9,Moderate,None,Yes,Yes,No,Low,Medium,60,8,Low,Intermediate,Early Summer,Summer,Fall
JUDR,Juncus drummondii,Drummond's rush,"[AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Brown,No,White,No,Slow,1.5,Long,None,Yes,Yes,No,Low,Medium,55,14,None,Intermediate,Summer,Summer,Summer
JUEF,Juncus effusus,common rush,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, VA, VT, WA, WI, WV]",Perennial,Graminoid,Native,HEAR,Photo,Spring,Slow,Brown,No,Yellow,No,Moderate,6.6,Long,None,Yes,Yes,Yes,Medium,Medium,60,24,Low,Intolerant,Summer,Summer,Fall
JUEN,Juncus ensifolius,swordleaf rush,"[AK, AZ, CA, CO, HI, ID, MT, ND, NV, NY, OR, SD, UT, WA, WI, WY]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Purple,No,Brown,No,Moderate,2.0,Moderate,None,Yes,Yes,Yes,Low,High,40,11,Medium,Intermediate,Summer,Summer,Summer
JUHO2,Juniperus horizontalis,creeping juniper,"[AK, CT, IA, IL, MA, ME, MI, MN, MT, ND, NE, NH, NY, RI, SD, VT, WI, WY]",Perennial,Subshrub,Native,,Photo,Spring and Summer,,,Yes,Blue,No,Rapid,1.0,Moderate,None,Yes,Yes,Yes,Low,Medium,60,12,None,Intolerant,Mid Spring,,
JUIN2,Juncus interior,inland rush,"[AR, AZ, CO, IA, IL, IN, KS, KY, LA, MN, MO, MS, MT, NC, ND, NE, NM, OH, OK, SD, TN, TX, UT, VA, WI, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Green,No,Brown,No,Moderate,3.0,Moderate,None,Yes,Yes,Yes,Low,Medium,55,10,None,Intermediate,Late Spring,Summer,Summer
JULO,Juncus longistylis,longstyle rush,"[AZ, CA, CO, ID, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Green,No,Brown,No,Moderate,1.8,Moderate,None,Yes,Yes,Yes,Low,High,40,10,Medium,Intermediate,Early Summer,Summer,Summer
JUMA,Juglans major,Arizona walnut,"[AZ, NM, OK, TX, UT]",Perennial,Tree,Native,,Photo,Spring and Summer,,Brown,No,Brown,Yes,Slow,50,Long,Slight,Yes,Yes,No,Medium,Medium,80,40,None,Intolerant,Late Spring,Fall,Winter
JUMA4,Juncus marginatus,grassleaf rush,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Brown,No,Brown,No,Moderate,2.0,Long,None,Yes,Yes,No,Low,Medium,55,8,None,Intermediate,Late Spring,Summer,Summer
JUME3,Juncus mertensianus,Mertens' rush,"[AK, AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Purple,No,Brown,No,Moderate,0.9,Moderate,None,Yes,Yes,No,Low,High,30,8,None,Intermediate,Late Spring,Summer,Summer
JUME4,Juncus mexicanus,Mexican rush,"[AZ, CA, CO, NM, NV, OR, TX]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Green,No,Brown,No,Moderate,0.8,Moderate,None,No,Yes,Yes,Low,Medium,20,8,High,Intolerant,Spring,Summer,Summer
JUMI,Juglans microcarpa,little walnut,"[KS, NM, OK, TX]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,Green,No,Black,Yes,Slow,20,Long,Slight,Yes,Yes,Yes,Medium,Medium,32,24,None,Intolerant,Mid Spring,Summer,Summer
JUMO,Juniperus monosperma,oneseed juniper,"[AZ, CO, KS, NM, OK, TX, UT]",Perennial,"Shrub, Tree",Native,,Photo,Spring and Summer,,Orange,No,Purple,Yes,Slow,40,Long,None,Yes,Yes,Yes,High,Low,26,12,None,Intolerant,Early Spring,Summer,Fall
JUNE,Juncus nevadensis,Sierra rush,"[AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Brown,No,Brown,No,Moderate,2.0,Moderate,None,Yes,Yes,No,Low,High,30,12,None,Intermediate,Late Spring,Summer,Summer
JUNI,Juglans nigra,black walnut,"[AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, WI, WV]",Perennial,Tree,Native,,Photo,Spring,,Yellow,No,Brown,Yes,Rapid,100,Moderate,Slight,No,Yes,No,Low,High,60,40,None,Intolerant,Late Spring,Fall,Fall
JUNO2,Juncus nodosus,knotted rush,"[AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Spring,Slow,Green,No,Brown,No,Moderate,2.0,Long,None,Yes,Yes,Yes,Medium,Medium,50,18,None,Intolerant,Summer,Summer,Fall
JUOC,Juniperus occidentalis,western juniper,"[CA, ID, NV, OR, WA]",Perennial,Tree,Native,,Photo,Spring and Summer,,Yellow,No,Blue,No,Slow,33,Long,Slight,Yes,Yes,No,High,Low,24,12,Medium,Intolerant,Late Spring,Winter,Winter
JUOS,Juniperus osteosperma,Utah juniper,"[AZ, CA, CO, ID, MT, NM, NV, UT, WY]",Perennial,Tree,Native,,Photo,Spring and Summer,,Yellow,No,Blue,Yes,Slow,26,Long,None,Yes,Yes,No,High,Low,20,20,Low,Intolerant,Early Spring,Summer,Fall
JUPA,Juncus parryi,Parry's rush,"[CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Brown,No,Brown,No,Slow,1.0,Moderate,None,Yes,No,No,Medium,Low,60,12,None,Intermediate,Mid Summer,Summer,Summer
JURE80,Juglans regia,English walnut,"[CA, ID, MI, NY, WA]",Perennial,Tree,Introduced,,Photo,Spring and Summer,,White,No,Brown,Yes,Rapid,60,Moderate,None,No,Yes,Yes,Medium,High,45,40,None,Intolerant,Mid Spring,Summer,Fall
JUSC2,Juniperus scopulorum,Rocky Mountain juniper,"[AZ, CO, ID, KS, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,Yellow,No,Blue,Yes,Slow,50,Long,None,Yes,Yes,No,High,Low,26,20,Low,Intolerant,Early Spring,Fall,Winter
JUSE,Juncus secundus,lopsided rush,"[AL, AR, CT, DC, DE, GA, IL, IN, KY, LA, MA, MD, ME, MO, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV]",Perennial,Graminoid,Native,,Photo,"Spring, Summer, Fall",Slow,Green,No,Brown,No,Moderate,1.5,Moderate,None,Yes,Yes,No,Low,Low,55,8,None,Intolerant,Late Spring,Summer,Fall
JUTE,Juncus tenuis,poverty rush,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,N'EAST,Photo,Spring and Summer,Slow,Green,No,Brown,No,Slow,1.5,Moderate,None,Yes,Yes,Yes,Low,Medium,55,6,Low,Intermediate,Late Spring,Summer,Summer
JUTO,Juncus torreyi,Torrey's rush,"[AL, AR, AZ, CA, CO, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Green,No,Brown,No,Moderate,3.1,Long,None,Yes,Yes,No,Low,Medium,50,10,Low,Intolerant,Mid Summer,Summer,Fall
JUTR4,Juncus triglumis,three-hulled rush,"[AK, CO, MT, NM, WY]",Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,White,No,Brown,No,Moderate,0.8,Moderate,None,No,Yes,No,Low,High,30,8,None,Intolerant,Summer,Summer,Summer
JUVA2,Juncus validus,roundhead rush,"[AL, AR, DE, FL, GA, IL, KS, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA]",Perennial,Graminoid,Native,,Photo,"Spring, Summer, Fall",Slow,Green,No,Brown,No,Moderate,3.2,Long,None,Yes,Yes,No,Low,High,55,10,None,Intermediate,Mid Summer,Summer,Fall
JUVI,Juniperus virginiana,eastern redcedar,"[AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV]",Perennial,Tree,Native,NE&GP,Photo,Spring and Summer,,Green,No,White,Yes,Slow,50,Moderate,Slight,Yes,Yes,Yes,High,Low,68,20,Low,Intermediate,Late Spring,Summer,Fall
JUVIS,Juniperus virginiana var. silicicola,southern redcedar,"[AL, FL, GA, LA, MS, NC, SC]",Perennial,Tree,Native,,Photo,Spring and Summer,,Yellow,No,Blue,Yes,Slow,65,Long,None,Yes,Yes,No,Low,Medium,63,18,Low,Intolerant,Late Winter,Spring,Fall
KALA,Kalmia latifolia,mountain laurel,"[AL, CT, DC, DE, FL, GA, IN, KY, LA, MA, MD, ME, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,Purple,Yes,Brown,No,Slow,6.0,Long,None,Yes,Yes,No,High,Low,60,24,None,Tolerant,Mid Spring,Spring,Summer
KAMI,Kalmia microphylla,alpine laurel,"[AK, CA, CO, ID, MT, NV, OR, UT, WA, WY]",Perennial,"Subshrub, Shrub",Native,,Photo,Spring and Summer,,Purple,Yes,Brown,No,Slow,1.0,Long,None,Yes,Yes,No,Low,Medium,20,12,None,Tolerant,Late Spring,Summer,Summer
KAPO,Kalmia polifolia,bog laurel,"[CT, MA, ME, MI, MN, MT, NH, NJ, NY, PA, RI, VT, WI]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Purple,Yes,Brown,No,Slow,1.0,Long,None,Yes,Yes,Yes,Low,Medium,20,12,None,Tolerant,Late Spring,Summer,Summer
KOMA,Koeleria macrantha,prairie Junegrass,"[AK, AL, AR, AZ, CA, CO, DE, HI, IA, ID, IL, IN, KS, KY, LA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NM, NV, NY, OH, OK, OR, PA, SD, TX, UT, VT, WA, WI, WY]",Perennial,Graminoid,Native,,Photo,Spring and Fall,Moderate,Yellow,No,Brown,No,Rapid,1.5,Short,None,Yes,Yes,No,High,High,20,20,None,Tolerant,Late Spring,Summer,Summer
KOPA,Koelreuteria paniculata,goldenrain tree,"[AL, DE, FL, ID, IL, IN, KS, KY, LA, MA, MD, MO, NC, NJ, NY, OH, PA, TN, TX, UT, VA, WV]",Perennial,Tree,Introduced,,Photo,Spring,,Yellow,Yes,Brown,Yes,Slow,45,Moderate,None,Yes,Yes,Yes,Medium,Medium,50,16,Low,Intolerant,Late Spring,Summer,Fall
KRER,Krameria erecta,littleleaf ratany,"[AZ, CA, NM, NV, TX, UT]",Perennial,"Subshrub, Shrub",Native,,Photo,Spring and Summer,Moderate,Purple,Yes,Purple,Yes,Slow,2.0,Moderate,None,Yes,Yes,No,High,Low,12,6,Low,Intolerant,Early Spring,Summer,Fall
KRLA2,Krascheninnikovia lanata,winterfat,"[AZ, CA, CO, ID, KS, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY]",Perennial,"Shrub, Subshrub",Native,,Photo,Summer,,Yellow,No,White,Yes,Rapid,2.0,Long,None,Yes,Yes,Yes,High,Low,20,12,High,Intolerant,Spring,Summer,Fall
KUST,Kummerowia stipulacea,Korean clover,"[AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV]",Annual,Forb/herb,Introduced,SEEPPC,Photo,Spring and Summer,Slow,Purple,No,Black,No,Rapid,1.5,,Slight,Yes,Yes,Yes,Medium,Low,65,8,Low,Intolerant,Late Spring,Spring,Summer
KUST2,Kummerowia striata,Japanese clover,"[AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NM, NY, OH, OK, PA, SC, TN, TX, VA, WV]",Annual,Forb/herb,Introduced,SEEPPC,Photo,Spring and Summer,Slow,Purple,No,Black,No,Rapid,1.3,,None,Yes,Yes,Yes,Medium,Low,65,8,Low,Intolerant,Early Spring,Spring,Summer
LAAS,Lavatera assurgentiflora,island mallow,[CA],Perennial,"Subshrub, Shrub",Native,,Photo,Year Round,,Red,Yes,Brown,Yes,Rapid,12,Short,None,Yes,Yes,No,Low,Medium,24,12,Low,Intolerant,Indeterminate,Year Round,Year Round
LACA5,Lachnanthes caroliana,Carolina redroot,"[AL, CT, DE, FL, GA, LA, MA, MD, MS, NC, NJ, NY, RI, SC, TN, VA]",Perennial,Forb/herb,Native,,Photo,Summer,,White,No,Blue,No,Moderate,3.0,Long,None,Yes,Yes,Yes,Low,Medium,55,12,None,Intolerant,Late Spring,Spring,Fall
LAIN,Lagerstroemia indica,crapemyrtle,"[AL, AR, FL, GA, IN, KY, LA, MD, MS, NC, OH, PW, SC, TN, TX, VA]",Perennial,"Tree, Shrub",Introduced,,Photo,Spring,,Purple,Yes,Brown,No,Moderate,25,Moderate,None,Yes,Yes,No,Medium,Low,50,32,Low,Intolerant,Summer,Summer,Fall
LAJA,Lathyrus japonicus,beach pea,"[AK, CA, CT, IL, IN, MA, ME, MI, MN, NH, NJ, NY, OH, OR, PA, RI, VT, WA, WI]",Perennial,"Vine, Forb/herb",Native,,Photo,Spring and Summer,Slow,Purple,Yes,Black,Yes,Moderate,1.5,Short,None,Yes,Yes,No,Medium,Medium,60,16,Medium,Intermediate,Early Spring,Spring,Summer
LALA,Larix laricina,tamarack,"[AK, CT, IL, IN, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VT, WI, WV]",Perennial,Tree,Native,,Photo,Spring and Summer,,Red,No,Brown,Yes,Rapid,80,Moderate,None,Yes,Yes,No,Low,Medium,55,12,Low,Intolerant,Mid Spring,Summer,Fall
LALA4,Lathyrus latifolius,perennial pea,"[AL, AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,"Forb/herb, Vine",Introduced,"SWSS, WSWS",Photo,Spring and Summer,Slow,Purple,Yes,Brown,No,Moderate,2.0,Long,Moderate,Yes,Yes,No,High,Low,60,12,None,Intolerant,Late Spring,Summer,Summer
LALI2,Lathyrus littoralis,silky beach pea,"[CA, OR, WA]",Perennial,"Forb/herb, Vine",Native,,Photo,Spring and Summer,Slow,Purple,Yes,Black,Yes,Moderate,1.6,Long,Slight,Yes,Yes,No,Medium,Medium,60,16,Medium,Intermediate,Spring,Spring,Summer
LALY,Larix lyallii,subalpine larch,"[ID, MT, WA]",Perennial,Tree,Native,,Photo,Summer,,Yellow,No,Brown,No,Slow,40,Long,None,Yes,Yes,No,High,Low,95,36,None,Intolerant,Late Spring,Summer,Fall
LAOC,Larix occidentalis,western larch,"[ID, MT, OR, UT, WA, WY]",Perennial,Tree,Native,,Photo,Spring and Summer,,Red,No,Brown,Yes,Rapid,200,Long,None,Yes,Yes,No,Low,Low,50,20,None,Intolerant,Spring,Summer,Fall
LAPO3,Lathyrus polyphyllus,leafy pea,"[CA, OR, WA]",Perennial,"Forb/herb, Vine",Native,,Photo,Spring and Summer,Slow,Red,Yes,Black,No,Moderate,2.7,Moderate,Slight,Yes,Yes,No,Medium,Medium,60,16,None,Intermediate,Mid Spring,Spring,Summer
